"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000267659",0.981372639208865,0.0477817422054764,0.312063678623528,0.261834990875812,NA,"LINC01482","101928104"
"ENSG00000188459",99.592922617308,0.173850472316838,0.195070095077734,0.261841111943814,0.507111071824021,NA,NA
"ENSG00000258636",1.77420718497435,-0.0571515134887752,0.314096338753948,0.261850053969993,NA,NA,NA
"ENSG00000176396",181.929486970948,0.149045037014024,0.154359033620082,0.261882210583423,0.507136084506901,"EID2","163126"
"ENSG00000228192",5.10583782696808,-0.117052798026942,0.318612280640531,0.261943517109091,0.507200220258364,NA,NA
"ENSG00000240666",4.40567732192723,0.107351942702735,0.317889053918913,0.26197938309407,NA,NA,NA
"ENSG00000139725",12.7753696082101,0.16702335579101,0.309903212554417,0.262084066488702,0.507322414072414,"RHOF","54509"
"ENSG00000208317",1.98632664996082,0.0528328769336804,0.311160867220354,0.262128468339938,NA,NA,NA
"ENSG00000121578",448.548825830815,0.114579364178855,0.109352636182087,0.262133727719994,0.507322414072414,"B4GALT4","8702"
"ENSG00000234459",10.7222009975944,0.134338657132986,0.31644055621545,0.262135480891111,0.507322414072414,NA,NA
"ENSG00000107614",107.748658472887,-0.163310423222526,0.176732344128575,0.26217591627472,0.507322414072414,"TRDMT1","1787"
"ENSG00000236624",28.7283173963545,-0.190005780017679,0.265396849395169,0.262185376597619,0.507322414072414,NA,NA
"ENSG00000205111",7.25042559960725,0.124173312240635,0.317799661072855,0.2621915969117,0.507322414072414,"CDKL4","344387"
"ENSG00000212802",5940.06361685028,-0.101926709316848,0.096234342464432,0.262203981931391,0.507322414072414,NA,NA
"ENSG00000273002",13.9275102114872,-0.171811310908347,0.305409984135895,0.262270418073438,0.507396398539238,NA,NA
"ENSG00000135617",168.083903946883,-0.166462828503594,0.184528390517366,0.262376470696506,0.507547002119213,"PRADC1","84279"
"ENSG00000230551",323.692109688577,-0.11948640409264,0.115361480080866,0.262421788378088,0.507580098900927,NA,NA
"ENSG00000249706",9.7643872910935,0.141752488035669,0.31640518833114,0.262604654755831,0.507879208692651,NA,NA
"ENSG00000267710",4.01247690522437,-0.0852308314525041,0.31409013165309,0.262730575479959,NA,"EDDM13","100506374"
"ENSG00000155096",2239.914451895,-0.10049826604113,0.0944749987817387,0.262772542435068,0.508149288401571,"AZIN1","51582"
"ENSG00000259744",1.36206930933175,-0.0291284947694558,0.309901073327372,0.262800950153559,NA,NA,NA
"ENSG00000188021",1140.89997749397,-0.0957550907465367,0.0894716958926688,0.262824738548397,0.508195609868886,"UBQLN2","29978"
"ENSG00000261575",3.18488082654776,-0.0922893228480112,0.317122441717164,0.262851745833832,NA,NA,NA
"ENSG00000122779",270.774628598362,-0.137725800444548,0.138109224057741,0.262923985359375,0.508252787421695,"TRIM24","8805"
"ENSG00000117394",2558.0046467852,0.183955447759641,0.248408702658214,0.262929321661433,0.508252787421695,"SLC2A1","6513"
"ENSG00000159496",27.760116463671,-0.187342045784162,0.267709911779218,0.262939046243668,0.508252787421695,"RGL4","266747"
"ENSG00000249471",75.4496612623202,-0.177783059569519,0.201433391558927,0.262990834135485,0.508298288875824,"ZNF324B","388569"
"ENSG00000251258",1.46563798108887,-0.0290959446886376,0.309938776877564,0.262990853569717,NA,"RFPL4B","442247"
"ENSG00000168066",2714.49132516898,0.0842921788000032,0.0788242771430032,0.26302439277753,0.508308551566843,"SF1","7536"
"ENSG00000235828",2.75315667757916,0.0796323949967345,0.314532034498904,0.263025306660155,NA,NA,NA
"ENSG00000139116",73.2685797540434,-0.176595139793262,0.206974429421667,0.26305511823812,0.508313337368635,"KIF21A","55605"
"ENSG00000255521",6.42439562477334,-0.118939214763416,0.317641274981073,0.263276979981497,0.508687423793305,"LOC100507144","100507144"
"ENSG00000095464",4.58594586966544,0.114796289949848,0.318795445328897,0.263305607361309,0.508688114543633,"PDE6C","5146"
"ENSG00000100865",403.263753004619,-0.120947466116647,0.117364559995312,0.263542343674971,0.50895094614653,"CINP","51550"
"ENSG00000104375",654.073120799176,-0.120535153932571,0.116869480370286,0.263543022504417,0.50895094614653,"STK3","6788"
"ENSG00000138363",1137.29058324527,0.101028286832186,0.0947816418262524,0.263559338366995,0.50895094614653,"ATIC","471"
"ENSG00000177363",3489.92754157482,-0.0949800733100491,0.0885355478449358,0.263562444160837,0.50895094614653,"LRRN4CL","221091"
"ENSG00000152778",516.380316880223,0.118804659227026,0.114900917464262,0.263613264229585,0.50895094614653,"IFIT5","24138"
"ENSG00000138663",643.521606550389,-0.118064672086924,0.114504958927964,0.263615825644731,0.50895094614653,"COPS4","51138"
"ENSG00000097046",52.7787263776156,-0.181921373434312,0.220690063820744,0.263639644827821,0.50895094614653,"CDC7","8317"
"ENSG00000146112",2085.82855623966,-0.0954961707904691,0.0892468197765592,0.26367905918737,0.508972429845263,"PPP1R18","170954"
"ENSG00000132329",162.51000231584,-0.180867482767294,0.240014771303561,0.263719326865238,0.50899555589543,"RAMP1","10267"
"ENSG00000213901",57.4763347957516,0.186163108660064,0.24423419181628,0.263754493748658,0.509008833173891,"SLC23A3","151295"
"ENSG00000261115",30.0549004920456,0.184371486458613,0.281952992515889,0.263837789673211,0.509114979879866,"TMEM178B","100507421"
"ENSG00000154783",24.6631387346903,-0.174443921772882,0.296478536144739,0.263958069166262,0.509292461567415,"FGD5","152273"
"ENSG00000204923",57.5873318500623,-0.183384455267948,0.231269270950782,0.264091476074455,0.509492310998637,"FBXO48","554251"
"ENSG00000226026",7.19407249398789,0.141899234982689,0.318643591857989,0.26415199351868,0.509492310998637,"LOC101928118","101928118"
"ENSG00000167566",703.58811428797,-0.112773078558563,0.10819073545063,0.264157211234184,0.509492310998637,"NCKAP5L","57701"
"ENSG00000089022",336.177480304515,0.12192017167822,0.118700490226096,0.264174906169683,0.509492310998637,"MAPKAPK5","8550"
"ENSG00000272112",8.92208433892678,0.137404899397979,0.317004327982092,0.264222443892445,0.509529381138212,NA,NA
"ENSG00000148773",79.2245318375796,-0.18209765010258,0.228357457412169,0.264303060578497,0.509592065976973,"MKI67","4288"
"ENSG00000262583",15.5648075039073,-0.174919922567361,0.30105643786514,0.264311590072418,0.509592065976973,NA,NA
"ENSG00000169583",39.4113297157815,0.165492973592754,0.297461568671428,0.264340124170451,0.509592478500439,"CLIC3","9022"
"ENSG00000233818",1.80301951250617,-0.0538530470317362,0.311355493543079,0.264430217377581,NA,NA,NA
"ENSG00000268538",0.959673007364412,-0.0540113337022323,0.313542435000873,0.264433869936863,NA,NA,NA
"ENSG00000170345",58.4998870999501,0.184477744245263,0.24726578549544,0.264449803080092,0.509749304405268,"FOS","2353"
"ENSG00000002586",8285.42119089887,0.0838560635568817,0.0781470952777398,0.26450432833377,0.509780561891901,"CD99","4267"
"ENSG00000145217",77.9073480743877,-0.178675179499945,0.215676573304167,0.264556327781254,0.509780561891901,"SLC26A1","10861"
"ENSG00000260038",2.46394750175467,-0.0836133465552384,0.315463215914949,0.264571371239532,NA,NA,NA
"ENSG00000092148",6234.30726588231,-0.093735446259908,0.0881598115369371,0.264579308142861,0.509780561891901,"HECTD1","25831"
"ENSG00000068903",1145.39181602694,-0.106699173221882,0.101134692150913,0.264579341308684,0.509780561891901,"SIRT2","22933"
"ENSG00000111300",412.503199498136,0.114099092920274,0.109277789167647,0.264618874323632,0.509782342894876,"NAA25","80018"
"ENSG00000150722",13.7517927605038,0.165108623053682,0.310492783954248,0.264636927030179,0.509782342894876,"PPP1R1C","151242"
"ENSG00000103275",1539.8312210351,0.0922663592726143,0.0863390030149737,0.264763091362329,0.509946138844789,"UBE2I","7329"
"ENSG00000167491",1072.15580142099,-0.0916793896629976,0.0858075782412538,0.264778635946808,0.509946138844789,"GATAD2A","54815"
"ENSG00000267287",0.990608234652078,-0.0523610862442504,0.313017391629921,0.264829020843202,NA,NA,NA
"ENSG00000238279",15.178312243151,-0.159623920893197,0.308751101043557,0.264864782806265,0.510003070797092,NA,NA
"ENSG00000111647",700.498983110564,-0.106314635192319,0.101285980001975,0.264864882549673,0.510003070797092,"UHRF1BP1L","23074"
"ENSG00000197713",698.353186891901,-0.125838546809875,0.123348928038349,0.264918145797784,0.510051050233825,"RPE","6120"
"ENSG00000271267",1.38026374948855,-0.0622357253972357,0.31333987822808,0.264922556833766,NA,NA,NA
"ENSG00000230490",4.59563328076509,-0.116633593686013,0.318819474666838,0.265003067150793,0.510159964727867,NA,NA
"ENSG00000164743",49.0747734203564,-0.18376084989984,0.233911888100496,0.265078689640356,0.510218501709304,"C8orf48","157773"
"ENSG00000232838",5.2204241723949,0.118438434848642,0.318913026326789,0.265090184088045,0.510218501709304,"PET117","100303755"
"ENSG00000169075",1.1782393436647,-0.0510137517087627,0.312252157761856,0.265138178740685,NA,NA,NA
"ENSG00000100867",4.51786714294059,0.0605329864505902,0.311307346938673,0.265223475835302,NA,"DHRS2","10202"
"ENSG00000213082",9.29727376795473,0.133033629473073,0.316319336201706,0.265336806929769,0.510638556566232,NA,NA
"ENSG00000256902",1.15486845732869,0.0543280469707973,0.312321949562989,0.265430195081769,NA,NA,NA
"ENSG00000146540",306.515992047281,-0.135488624596398,0.136363062560353,0.265617758914679,0.51112458067701,"C7orf50","84310"
"ENSG00000117625",770.394583011164,-0.100316952933023,0.0951001172399755,0.265687740089973,0.511185546251851,"RCOR3","55758"
"ENSG00000205414",2.20811677329023,0.0682112704508293,0.314479516522843,0.265704717528765,NA,NA,NA
"ENSG00000109089",600.057971196861,0.137049158916374,0.136678752168448,0.265706258424673,0.511185546251851,"CDR2L","30850"
"ENSG00000187800",128.097209657248,-0.169927677649592,0.191002405675384,0.265754825562786,0.511224324479022,"PEAR1","375033"
"ENSG00000135473",472.978256139294,0.128112826346251,0.126343536863161,0.265786275813414,0.511230170709414,"PAN2","9924"
"ENSG00000206899",3.93597551285223,-0.0886813284641209,0.314744909567308,0.265822980132881,NA,NA,NA
"ENSG00000139908",35.348981178016,-0.187208020303327,0.254022731313757,0.265834819937097,0.511268891614806,"TSSK4","283629"
"ENSG00000185837",2.04209033549685,-0.0629962119765878,0.312999340658401,0.265846919959855,NA,"HDHD5-AS1","100130717"
"ENSG00000242797",0.893403264700431,-0.0480690246233362,0.312357088460385,0.26588978713695,NA,NA,NA
"ENSG00000187535",799.487224463574,-0.0997879120973895,0.0941182917808339,0.265946686520635,0.511429376643402,"IFT140","9742"
"ENSG00000167088",286.283882126863,0.138986046728296,0.140832157715997,0.266064159289634,0.511600607208557,"SNRPD1","6632"
"ENSG00000149182",1123.11256276847,0.100655603135688,0.0934830858760184,0.266120391621717,0.511654057788351,"ARFGAP2","84364"
"ENSG00000243485",6.02551406028077,-0.122044297047296,0.318117994120868,0.26615965589892,0.51167487694927,NA,NA
"ENSG00000105321",353.499417080128,0.123836227744172,0.121462021894868,0.266209093975764,0.511715248050411,"CCDC9","26093"
"ENSG00000181789",3964.33354977336,0.0885886892992965,0.0829862905542662,0.266269402235752,0.511776503293114,"COPG1","22820"
"ENSG00000242992",21.5845331094541,0.179994563993728,0.29021096845495,0.26641356036603,0.511998889803091,NA,NA
"ENSG00000163918",112.251865994303,-0.157249416754986,0.16819441438963,0.266460776681168,0.512034943998391,"RFC4","5984"
"ENSG00000259804",1.8488229060718,0.059105492501901,0.312011473438746,0.266522493115012,NA,"LOC107984813","107984813"
"ENSG00000268842",3.41806849956099,-0.0912243660096917,0.315651368184526,0.266637730499759,NA,NA,NA
"ENSG00000099338",8.56292997667312,0.124370243540754,0.316011655538049,0.266690310281229,0.512313660657785,"CATSPERG","57828"
"ENSG00000184489",30.7198619410587,-0.181273936409338,0.278937477237727,0.266715866009696,0.512313660657785,"PTP4A3","11156"
"ENSG00000189157",7.25916761321843,-0.136481635067124,0.318068291203663,0.266738255230651,0.512313660657785,"FAM47E","100129583"
"ENSG00000243710",9.64151633583406,0.138783834283405,0.318015129732074,0.266745887851025,0.512313660657785,"CFAP57","149465"
"ENSG00000234337",8.36110625640672,0.122924860700931,0.316408735455522,0.266748176431188,0.512313660657785,NA,NA
"ENSG00000162068",10.1483454941083,-0.146005421815548,0.314876336605756,0.266819918085021,0.512396756245663,"NTN3","4917"
"ENSG00000230596",4.52074219784193,-0.0783236677893135,0.313299858612526,0.266835637969371,NA,NA,NA
"ENSG00000226549",2.27337958494928,-0.0779493565460438,0.314568640994262,0.266851307813016,NA,NA,NA
"ENSG00000143977",384.958267715912,0.12402833559996,0.122838939442264,0.266863685650692,0.512426118834549,"SNRPG","6637"
"ENSG00000265688",31.8944641177987,-0.183971461549819,0.269760480904751,0.266939018860896,0.512516080386573,"MAFG-DT","92659"
"ENSG00000109061",0.637072745252901,0.0400916786311844,0.312041926468825,0.267009512526027,NA,"MYH1","4619"
"ENSG00000201544",0.832561617939098,0.0502419705415044,0.312916225815442,0.267014342494736,NA,"SNORA16B","692157"
"ENSG00000183840",7.24497983761091,0.116044046644663,0.316129959427131,0.267085485202989,0.512742581963361,"GPR39","2863"
"ENSG00000135392",350.8656552049,-0.12046061684812,0.118628105196223,0.267139349454591,0.512791279505644,"DNAJC14","85406"
"ENSG00000196927",2.66471369704622,-0.0791758885015566,0.314696469377542,0.267182950044702,NA,NA,NA
"ENSG00000272029",1.7757827356113,0.0523260766664667,0.311111436982859,0.267230093097647,NA,NA,NA
"ENSG00000166925",752.257287805435,0.10403118705405,0.0991312718372302,0.267245440271156,0.512929056273338,"TSC22D4","81628"
"ENSG00000272444",2.97776048819708,-0.0789530921028728,0.313747211662777,0.267257469440123,NA,NA,NA
"ENSG00000255495",161.618459697067,0.148953990549248,0.156727549841,0.267268135579572,0.512929056273338,NA,NA
"ENSG00000266995",1.16274757012668,-0.0443620296644705,0.312219051156845,0.267302126665328,NA,NA,NA
"ENSG00000157540",969.606934472089,0.0987200978588559,0.08903870479428,0.267321845006246,0.512933895171676,"DYRK1A","1859"
"ENSG00000178972",10.4795268294044,-0.154636363823469,0.313715551271754,0.267327668607312,0.512933895171676,NA,NA
"ENSG00000247595",8.66188321008152,0.150755733358727,0.316237941764884,0.267499890637601,0.513209620656039,"SPTY2D1OS","100506540"
"ENSG00000022976",178.394874499962,-0.149432648509963,0.155937629824616,0.267564893559023,0.513279604978792,"ZNF839","55778"
"ENSG00000175137",672.268951571079,0.10915833347182,0.104911933868439,0.267659799536896,0.513303023445122,"SH3BP5L","80851"
"ENSG00000214282",3.09894694596119,0.0861547540470047,0.315716500725183,0.267683495120031,NA,NA,NA
"ENSG00000088035",164.905854835968,-0.149760232537993,0.157403505589522,0.267726644832531,0.513303023445122,"ALG6","29929"
"ENSG00000233837",83.1540204268257,-0.174338622661901,0.205146862840004,0.267732700123901,0.513303023445122,NA,NA
"ENSG00000132142",1268.78118564836,-0.125278606615528,0.124057863414658,0.26777013401374,0.513303023445122,NA,NA
"ENSG00000124224",162.088641436115,-0.144262652063517,0.149622060904567,0.267796426525059,0.513303023445122,NA,NA
"ENSG00000256294",130.885753247736,-0.149712517544827,0.156403564157506,0.267832764571,0.513303023445122,"ZNF225","7768"
"ENSG00000178222",53.3642850097515,-0.183179013337153,0.235107872715298,0.267848736978936,0.513303023445122,"RNF212","285498"
"ENSG00000141391",65.9884744753405,-0.174869995810843,0.205929570778641,0.267895926509533,0.513303023445122,"PRELID3A","10650"
"ENSG00000259551",5.26999455709113,-0.122322386491253,0.318546851288876,0.267916391428188,0.513303023445122,NA,NA
"ENSG00000227620",1.51343072755931,-0.0693788926746594,0.314224543720522,0.2679213862551,NA,NA,NA
"ENSG00000145879",0.69807770242997,-0.0425384114021847,0.312413966568292,0.267922040367291,NA,"SPINK7","84651"
"ENSG00000101166",635.525778984358,0.111209259201107,0.107279565501158,0.267926586151107,0.513303023445122,"PRELID3B","51012"
"ENSG00000215417",7.64957992076713,0.134630505960652,0.317276914242465,0.267972063551766,0.513303023445122,"MIR17HG","407975"
"ENSG00000235254",111.172721134823,0.162595586333267,0.177842853917144,0.267975369036852,0.513303023445122,NA,NA
"ENSG00000151748",1283.40190694734,-0.12221054880546,0.120583592967526,0.268011012610851,0.513303023445122,"SAV1","60485"
"ENSG00000212807",4.88524456758414,-0.113974661120968,0.317856935617018,0.268031475184258,0.513303023445122,"OR2A42","402317"
"ENSG00000129933",1155.3125227882,0.0998801611767924,0.0939023464257329,0.268048973646495,0.513303023445122,"MAU2","23383"
"ENSG00000131845",271.024326966932,-0.124341088110416,0.12296379901118,0.268050639004812,0.513303023445122,"ZNF304","57343"
"ENSG00000158113",31.4647159449988,0.184657161564087,0.266883187550292,0.268062049089353,0.513303023445122,"LRRC43","254050"
"ENSG00000231638",1.07292147335615,-0.0548313589544737,0.313365225340335,0.268092260418138,NA,"LUARIS","100506895"
"ENSG00000100129",6951.29331565406,-0.0846716915195107,0.0794954707578362,0.268123951307076,0.513306242718778,"EIF3L","51386"
"ENSG00000260917",207.926623386758,0.143380845357939,0.147572214882941,0.26814862467848,0.513306242718778,"LOC103344931","103344931"
"ENSG00000152380",28.8790628573794,-0.180822601891479,0.279044174521696,0.268149309856425,0.513306242718778,"FAM151B","167555"
"ENSG00000255741",3.37689702122269,0.0967782049154557,0.317007110595342,0.268186023443222,NA,NA,NA
"ENSG00000185115",375.296309891589,-0.119234467185365,0.116658335709704,0.268220407101096,0.513387725282111,"NSMCE3","56160"
"ENSG00000005436",257.216416324544,0.126496370137087,0.125094447695596,0.268289466428234,0.513465290247782,"GCFC2","6936"
"ENSG00000230979",743.531501147244,-0.120620528366177,0.118532647696871,0.268333526388754,0.513494998813064,NA,NA
"ENSG00000197146",3.88382946154271,-0.0905840135368585,0.315058799317597,0.268347003733973,NA,NA,NA
"ENSG00000188234",255.402281593124,-0.128376938741144,0.127904030599858,0.268447889615292,0.513659222217946,"AGAP4","119016"
"ENSG00000232077",1.10917897159582,0.0394918859758996,0.311284404221147,0.268512115781571,NA,"LINC01031","101929184"
"ENSG00000074657",2981.10486753269,-0.0992967595470526,0.0906056201133912,0.268617752169242,0.513929594102429,"ZNF532","55205"
"ENSG00000162711",2.46432676594723,-0.0608767947662895,0.311398925121517,0.268691681563122,NA,"NLRP3","114548"
"ENSG00000056050",306.597850158764,-0.138082545017806,0.140877272912403,0.268764775565494,0.514156216407134,"HPF1","54969"
"ENSG00000174080",2064.14767631084,0.0955011342631123,0.0902613193452127,0.268819183299426,0.514156884750274,"CTSF","8722"
"ENSG00000186866",1694.57217982467,-0.0844172224907976,0.080263841903442,0.268822272520316,0.514156884750274,"POFUT2","23275"
"ENSG00000177853",367.753536645368,-0.118236447082346,0.115002592385448,0.268897874433654,0.51424682246351,"ZNF518A","9849"
"ENSG00000267319",1.29678109959545,-0.0550036591852393,0.312909497380558,0.268935044838146,NA,NA,NA
"ENSG00000230715",91.9511991759066,0.165885310383653,0.184994420483372,0.269000612983408,0.514388632308548,NA,NA
"ENSG00000259694",6.07157851773243,-0.127915994095375,0.318207162560079,0.269056863820217,0.514441526679523,NA,NA
"ENSG00000229227",2.49623401596847,0.0871713280169287,0.315842263285075,0.269068180507272,NA,NA,NA
"ENSG00000088832",4171.09053120826,0.0939297621065541,0.0878111149789797,0.269172101897385,0.514607182484227,"FKBP1A","2280"
"ENSG00000224072",1.66078554250549,-0.0532005834819332,0.311110860226597,0.269380650246575,NA,NA,NA
"ENSG00000261616",6.59730563235223,-0.133458517995551,0.317973240548171,0.26941377427995,0.515014496376651,NA,NA
"ENSG00000168591",921.853029292188,0.104427088538352,0.100357468553868,0.269530732903219,0.515164029490216,"TMUB2","79089"
"ENSG00000103496",646.519606422081,-0.110921512285839,0.107629238073349,0.26954925739971,0.515164029490216,"STX4","6810"
"ENSG00000260034",4.94076450442927,-0.105421461947546,0.316298330491371,0.269667018269782,0.515334359255147,"LCMT1-AS2","100506655"
"ENSG00000106355",302.219818912529,0.124618039179753,0.122726598603317,0.269955988840643,0.51583180027594,"LSM5","23658"
"ENSG00000136897",259.936497579139,0.13311855841712,0.134446557134269,0.269998006309646,0.515844872148364,"MRPL50","54534"
"ENSG00000132485",1742.90292372148,0.0961320218460534,0.091271220041045,0.270020165097557,0.515844872148364,"ZRANB2","9406"
"ENSG00000104722",36.7573718506728,0.182129776653564,0.270322656703925,0.270119396048853,0.515952450231138,"NEFM","4741"
"ENSG00000225241",1184.96337747724,-0.11627245258968,0.112866233129387,0.27013382425406,0.515952450231138,NA,NA
"ENSG00000266708",2.01999207194526,0.0461251052788124,0.309858765895474,0.270147752597893,NA,NA,NA
"ENSG00000234997",1.19421000769518,-0.0433841933927038,0.311078593294373,0.270155332023126,NA,NA,NA
"ENSG00000236233",7.47659680841671,-0.140543418765997,0.3170293561643,0.270175354408673,0.515977003526817,NA,NA
"ENSG00000100319",154.78397062371,-0.144013329090968,0.150281021895784,0.270252680780362,0.516069907456418,"ZMAT5","55954"
"ENSG00000258102",4.6905641358234,-0.094248523811941,0.31576810138763,0.270385172056933,0.51626812245251,"MAP1LC3B2","643246"
"ENSG00000170175",101.925868712078,0.164043676919081,0.182543878410244,0.27047007778816,0.516375446124154,"CHRNB1","1140"
"ENSG00000218418",513.595769331737,0.115292467403203,0.11389920518716,0.270530146999108,0.516435334723312,NA,NA
"ENSG00000198754",28.391100438843,0.173745357215026,0.289647892659863,0.27056702066979,0.516450935603289,"OXCT2","64064"
"ENSG00000151353",354.556829706526,-0.121802016187411,0.121397964882097,0.270654361625155,0.516558178449144,"TMEM18","129787"
"ENSG00000160298",58.2485217958343,-0.177187400076383,0.215248945629423,0.270691467162895,0.516558178449144,"C21orf58","54058"
"ENSG00000132017",195.119172359789,-0.142089043292523,0.147438323497953,0.270709326596389,0.516558178449144,"DCAF15","90379"
"ENSG00000258230",3.90804031648048,-0.103266766600407,0.31718038133438,0.270770042316673,NA,NA,NA
"ENSG00000004961",437.433192424783,-0.124696139352709,0.124595360075428,0.270794494578524,0.516665903450955,"HCCS","3052"
"ENSG00000162913",7.05855349392029,-0.11514905600214,0.315677691096197,0.270846863348331,0.516694503347428,"OBSCN-AS1","574407"
"ENSG00000249532",1.55890256081098,0.0655905091446568,0.313668943464168,0.270854803210038,NA,"MIR302CHG","109864269"
"ENSG00000095539",117.894637577665,0.157745613630658,0.171375064209659,0.270907596990705,0.516694503347428,"SEMA4G","57715"
"ENSG00000179057",7.24287110501982,0.131022201364412,0.318044541657251,0.270913478834014,0.516694503347428,"IGSF22","283284"
"ENSG00000108669",338.244973571216,-0.144844139899371,0.143173029187286,0.27092434361915,0.516694503347428,"CYTH1","9267"
"ENSG00000272667",72.8125740218301,-0.175189190259651,0.209729797114933,0.271159889816089,0.517047447666079,NA,NA
"ENSG00000133114",402.656313549203,-0.122278657434632,0.121569206782341,0.271166875826653,0.517047447666079,"GPALPP1","55425"
"ENSG00000163689",43.7884347964564,-0.182400952116867,0.233911436222483,0.271224240546718,0.517102032676165,"C3orf67","200844"
"ENSG00000238996",1.80284212531366,-0.058498978607004,0.311719013125232,0.271326843286194,NA,NA,NA
"ENSG00000130714",610.6444854896,0.101799584756211,0.0989469168134913,0.271471298237391,0.517518226558281,"POMT1","10585"
"ENSG00000207697",1.13001310604201,0.0521183120032058,0.311783004243446,0.271509350252673,NA,"MIR573","693158"
"ENSG00000273384",2.05615630199424,-0.0707246060566861,0.31352958740995,0.271564945704418,NA,NA,NA
"ENSG00000134644",2301.90425285499,0.0858983457149705,0.0806571352819592,0.271583008966532,0.517644226805564,"PUM1","9698"
"ENSG00000138639",421.551487067275,-0.116930290333871,0.113791072077408,0.27161995160002,0.517644226805564,"ARHGAP24","83478"
"ENSG00000146676",948.109240363617,0.0961366623943662,0.0919540592716535,0.271623696204187,0.517644226805564,"PURB","5814"
"ENSG00000157326",372.673881401381,0.121016054760251,0.120425406370596,0.271697998247948,0.517730994437529,"DHRS4","10901"
"ENSG00000259865",54.9581307387103,0.177222033275733,0.215235138168469,0.271760466979429,0.517753027598026,NA,NA
"ENSG00000182584",14.5994060917948,0.158305928542727,0.307715228534046,0.271767108239599,0.517753027598026,"ACTL10","170487"
"ENSG00000233308",1.42126525872481,-0.0426424047072034,0.310418735870038,0.271835378822627,NA,"OSTN-AS1","106480738"
"ENSG00000270761",1.71303818589793,0.0514634306222461,0.311348440100522,0.271838397610001,NA,NA,NA
"ENSG00000263280",2.84899227189987,0.0631519141805363,0.311412108553452,0.271950533653316,NA,NA,NA
"ENSG00000012174",722.883225571416,0.104207851986061,0.100263676226084,0.27206516709674,0.518253601156663,"MBTPS2","51360"
"ENSG00000224032",354.577959198455,-0.114178098478923,0.112038420314726,0.272087460827331,0.518253601156663,NA,NA
"ENSG00000100249",2.47891206501186,-0.0832306563054895,0.315070041341811,0.272150525160106,NA,"C22orf31","25770"
"ENSG00000149294",0.963825867127387,0.0345484018708994,0.311338005306385,0.272156878981627,NA,"NCAM1","4684"
"ENSG00000218153",0.963825867127387,0.0345484018708994,0.311338005306385,0.272156878981627,NA,NA,NA
"ENSG00000215262",4.72437226112659,-0.114348777799398,0.317787172838533,0.272262457123167,0.518495489943922,"KCNU1","157855"
"ENSG00000254122",1009.17123854372,-0.113745251090075,0.110914890451441,0.272272084276988,0.518495489943922,"PCDHGB7","56099"
"ENSG00000105821",370.040186830535,0.122240050726867,0.122944006750726,0.27233256988428,0.518555794973305,"DNAJC2","27000"
"ENSG00000140749",5.37814151968493,-0.103759399923929,0.315471221303741,0.272481514053952,0.518784505754609,"IGSF6","10261"
"ENSG00000108622",2.34521533862657,-0.076274200499193,0.314791128932428,0.272716684266821,NA,"ICAM2","3384"
"ENSG00000228914",8.20682052527811,-0.132192057913375,0.316916935111231,0.272719675226255,0.519183012697972,NA,NA
"ENSG00000228073",1.23256096458647,0.0450840426228707,0.312328282728622,0.272754826170123,NA,NA,NA
"ENSG00000229417",2.61059350213096,-0.0899250577165758,0.315951859474857,0.272771112389265,NA,NA,NA
"ENSG00000273366",2.27464980628492,-0.0760389359239649,0.313959059308319,0.272840953162043,NA,NA,NA
"ENSG00000166478",259.883612035287,0.131066670887125,0.131518836672875,0.272912328688821,0.51942720137596,"ZNF143","7702"
"ENSG00000128595",24938.3788159669,0.074458239733109,0.0711638845566689,0.272931295914354,0.51942720137596,"CALU","813"
"ENSG00000120784",212.337717812601,0.143010906038251,0.148383927447941,0.272948776541085,0.51942720137596,"ZFP30","22835"
"ENSG00000140199",709.902724856589,-0.118638706624811,0.117140690410934,0.27296341092648,0.51942720137596,"SLC12A6","9990"
"ENSG00000099203",102.6959237545,-0.158234449009405,0.173427523865641,0.273099932020175,0.519562678329822,"TMED1","11018"
"ENSG00000119707",2525.23792664396,-0.0891351035484646,0.0852685327214196,0.273118387992297,0.519562678329822,"RBM25","58517"
"ENSG00000166863",9.0501250720019,-0.145208474144791,0.315042144583258,0.273122541370527,0.519562678329822,"TAC3","6866"
"ENSG00000273338",2.60455730898285,0.0767389714705208,0.313900596239461,0.273165040801098,NA,NA,NA
"ENSG00000106246",32.6770755064185,0.182499635414645,0.267693805174329,0.27316530154321,0.519562678329822,"PTCD1","26024"
"ENSG00000271788",3.73596625740558,-0.0941301734841283,0.315352690859938,0.273175722020416,NA,NA,NA
"ENSG00000175874",2.24072649348782,-0.0750487764963865,0.314954581357518,0.273202494898541,NA,"CREG2","200407"
"ENSG00000103174",386.430175385284,-0.121635089855358,0.121060277559436,0.273205511636793,0.519562678329822,"NAGPA","51172"
"ENSG00000122591",3701.72627246986,0.112410578090203,0.112889617950385,0.273213516558018,0.519562678329822,"FAM126A","84668"
"ENSG00000266903",6.449594553074,-0.111179126191273,0.315538619070702,0.273236724743531,0.519562678329822,NA,NA
"ENSG00000102743",71.4615048178973,-0.177005516926007,0.220731862684487,0.273300290265677,0.519622466012727,"SLC25A15","10166"
"ENSG00000229808",1.35082130717343,-0.055217986268479,0.312240401217436,0.273308657840929,NA,NA,NA
